title,media,date,datetime,desc,link,img
Where Was ASEAN at India's G20 Summit?,The Diplomat,3 weeks ago,2023-09-18 22:55:26.632306,,https://thediplomat.com/2023/09/where-was-asean-at-indias-g20-summit/&ved=2ahUKEwjEp7uCvumBAxWsd2wGHbmKDiw4tAEQxfQBegQICBAC&usg=AOvVaw1XFpOJDMExg1Gu0jaXX4Hb,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Analysing where India stands in the G20 | Data,The Hindu,3 weeks ago,2023-09-18 22:55:26.640071,,https://www.thehindu.com/data/analysing-where-india-stands-in-the-g20-data/article67302947.ece&ved=2ahUKEwjEp7uCvumBAxWsd2wGHbmKDiw4tAEQxfQBegQIARAC&usg=AOvVaw3yEUbu85cU47PS9HwyvwQR,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Turkey floats alternative to G20's India-Middle East trade corridor plan,Financial Times,3 weeks ago,2023-09-18 22:55:47.587186,,https://www.ft.com/content/0673f928-dec9-48fb-83b3-8b868a9dcbbe&ved=2ahUKEwith7WMvumBAxW0a2wGHUv5A4c4vgEQxfQBegQIAhAC&usg=AOvVaw232lpCAU-rzTzLcXGqjY6Y,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Was the G20 India's coming out party?,YouTube,3 weeks ago,2023-09-18 22:55:47.594546,,https://www.youtube.com/watch%3Fv%3DQqbD20e8kYs&ved=2ahUKEwith7WMvumBAxW0a2wGHUv5A4c4vgEQxfQBegQICRAC&usg=AOvVaw0vT6Po0-sggGNFZy494yfx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Will India change its name to Bharat?,The Economist,3 weeks ago,2023-09-18 22:55:47.601677,,https://www.economist.com/the-economist-explains/2023/09/15/will-india-change-its-name-to-bharat&ved=2ahUKEwith7WMvumBAxW0a2wGHUv5A4c4vgEQxfQBegQICBAC&usg=AOvVaw2ApEnDLoiC7bC5IJUw-qLL,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
No Real Gain: G20 Delhi Declaration Offers Mere Lip Service to Pressing Global Issues,The Wire,3 weeks ago,2023-09-18 22:55:47.608018,,https://thewire.in/world/no-real-gain-g20-delhi-declaration-offers-mere-lip-service-to-pressing-global-issues&ved=2ahUKEwith7WMvumBAxW0a2wGHUv5A4c4vgEQxfQBegQIARAC&usg=AOvVaw2I9HJMPmLrlMHIr9U8T__Z,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"After Successful G20 Summit, PM Modi Rated Top Global Leader, Again: Survey",NDTV,3 weeks ago,2023-09-18 22:55:47.614849,,https://www.ndtv.com/india-news/after-successful-g20-summit-pm-modi-rated-top-global-leader-again-survey-4393684&ved=2ahUKEwith7WMvumBAxW0a2wGHUv5A4c4vgEQxfQBegQIBBAC&usg=AOvVaw0OqjiYzdVpsOx7erP6AYNP,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
The geopolitics of G20 Summit,WION,3 weeks ago,2023-09-18 22:55:47.621697,,https://www.wionews.com/opinions-blogs/the-geopolitics-of-g20-summit-635708&ved=2ahUKEwith7WMvumBAxW0a2wGHUv5A4c4vgEQxfQBegQIBhAC&usg=AOvVaw0Hgea5R3JLKSUUt-2MO6jH,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"“India did its best…” UN Secy-Gen lauds India’s G20 presidency, efforts made for Global South",YouTube,3 weeks ago,2023-09-18 22:55:47.627692,,https://www.youtube.com/watch%3Fv%3DNwuIfiqzTGc&ved=2ahUKEwith7WMvumBAxW0a2wGHUv5A4c4vgEQxfQBegQIABAC&usg=AOvVaw1McULGlwUIRiybi9kNGQzG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 Summit 2023: Pakistanis Cheer India's Success | Vantage with Palki Sharma,YouTube,3 weeks ago,2023-09-18 22:55:47.636062,,https://www.youtube.com/watch%3Fv%3DR2OPWhQMm3A&ved=2ahUKEwith7WMvumBAxW0a2wGHUv5A4c4vgEQxfQBegQIBRAC&usg=AOvVaw1TpQ-Vwb1Diarv01b4mDe-,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
'Proud Moment For India': Pakistan Locals React To New Delhi's G20 Success | Watch,YouTube,3 weeks ago,2023-09-18 22:55:47.642340,,https://www.youtube.com/watch%3Fv%3DReSOVtK3y0I&ved=2ahUKEwith7WMvumBAxW0a2wGHUv5A4c4vgEQxfQBegQIBxAC&usg=AOvVaw1biXqIUCXdAcnw5w_fq_6T,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 Summit 2023 | Here's what was so different about India G20,CNBC-TV18.com,3 weeks ago,2023-09-18 22:55:47.649705,,https://www.cnbctv18.com/world/g20-summit-2023-heres-what-was-so-different-about-indias-presidency-17801191.htm&ved=2ahUKEwith7WMvumBAxW0a2wGHUv5A4c4vgEQxfQBegQIAxAC&usg=AOvVaw3ulSZ47DUfl3X-uHh_EYkF,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Was the G20 Summit a Turning Point for the Global South?,Council on Foreign Relations,3 weeks ago,2023-09-18 22:56:08.388658,,https://www.cfr.org/councilofcouncils/global-memos/was-g20-summit-turning-point-global-south&ved=2ahUKEwjD8bWWvumBAxWvS2wGHaaWAm84yAEQxfQBegQIABAC&usg=AOvVaw0ATIVOxXY3pbqEQsz8wBQJ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 meet on financial inclusion to kick off in Mumbai today | Mint,Mint,3 weeks ago,2023-09-18 22:56:08.399081,,https://www.livemint.com/news/india/g20-meet-on-financial-inclusion-to-kick-off-in-mumbai-today-11694663423783.html&ved=2ahUKEwjD8bWWvumBAxWvS2wGHaaWAm84yAEQxfQBegQICRAC&usg=AOvVaw0bYhx7ZAl9a6-yIcR8d2kV,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 Nations Are Still Spending Billions of Dollars Supporting the Fossil-Fuel Industry,Time,3 weeks ago,2023-09-18 22:56:08.405366,,https://time.com/6314205/g20-nations-spending-billions-supporting-fossil-fuel-industry/&ved=2ahUKEwjD8bWWvumBAxWvS2wGHaaWAm84yAEQxfQBegQIBxAC&usg=AOvVaw3GVhLQiR6Ko7d7sV-sy94A,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"G20 meet’s climate action promise of tripling global renewable energy capacity by 2030, explained",The Indian Express,3 weeks ago,2023-09-18 22:56:08.413539,,https://indianexpress.com/article/explained/explained-climate/g20s-climate-action-promise-8937202/&ved=2ahUKEwjD8bWWvumBAxWvS2wGHaaWAm84yAEQxfQBegQIBhAC&usg=AOvVaw2rmoePxLQjUG0xEZgKJrrl,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"G20 Summit, India and the technological edge - Elcano Royal Institute",Real Instituto Elcano,3 weeks ago,2023-09-18 22:56:08.420512,,https://www.realinstitutoelcano.org/en/blog/g20-summit-india-and-the-technological-edge/&ved=2ahUKEwjD8bWWvumBAxWvS2wGHaaWAm84yAEQxfQBegQICBAC&usg=AOvVaw03OBL9t0ITCrBXHFr8e7r7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Watch: Pakistani locals laud India's G20 Summit, question Islamabad’s foreign policy, ‘The world has sidelined us’ | Mint",Mint,3 weeks ago,2023-09-18 22:56:08.428127,,https://www.livemint.com/news/world/watch-pakistani-locals-laud-indias-g20-summit-question-islamabad-s-foreign-policy-the-world-has-sidelined-us-11694671507760.html&ved=2ahUKEwjD8bWWvumBAxWvS2wGHaaWAm84yAEQxfQBegQIAhAC&usg=AOvVaw0bBkanrWwMSWcIlRbuFJIl,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
'Thank You': Meloni Compliments Modi; Lauds India's Diplomatic Victory At G20 | Watch,YouTube,4 weeks ago,2023-09-11 22:56:08.435345,,https://www.youtube.com/watch%3Fv%3D4kh56D0u6Rw&ved=2ahUKEwjD8bWWvumBAxWvS2wGHaaWAm84yAEQxfQBegQIBRAC&usg=AOvVaw2uZ8WVKnB0Jp1ogiz-nxwi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
High Drama At Delhi 5-Star Hotel Over China G20 Delegates' Bags: Sources,NDTV,4 weeks ago,2023-09-11 22:56:08.441980,,https://www.ndtv.com/india-news/china-delagation-at-g20-summit-china-delegation-bags-high-drama-at-delhi-5-star-hotel-over-china-g20-delegates-bags-sources-4384802&ved=2ahUKEwjD8bWWvumBAxWvS2wGHaaWAm84yAEQxfQBegQIARAC&usg=AOvVaw2TFnRZKawtY95UX5aC8dUU,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
India-Middle East-Europe economic corridor to counter China?,DW,4 weeks ago,2023-09-11 22:56:08.448890,,https://www.dw.com/en/can-new-india-europe-middle-east-corridor-counter-china/a-66799232&ved=2ahUKEwjD8bWWvumBAxWvS2wGHaaWAm84yAEQxfQBegQIBBAC&usg=AOvVaw2vfmgGotHPuP6TzBA6EO9S,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Chinese Delegation's 'mysterious bags', 'private internet connection demands' spark tense standoff during G20 Summit | Mint",Mint,4 weeks ago,2023-09-11 22:56:08.455849,,https://www.livemint.com/news/india/chinese-delegations-mysterious-bags-private-internet-connection-demands-spark-tense-standoff-during-g20-summit-11694582202214.html&ved=2ahUKEwjD8bWWvumBAxWvS2wGHaaWAm84yAEQxfQBegQIAxAC&usg=AOvVaw2Vmfr12fiASD2oHgY5OCmg,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Chinese Delegation's 'mysterious bags', 'private internet connection demands' spark tense standoff during G20 Summit | Mint",Mint,4 weeks ago,2023-09-11 22:56:29.368406,,https://www.livemint.com/news/india/chinese-delegations-mysterious-bags-private-internet-connection-demands-spark-tense-standoff-during-g20-summit-11694582202214.html&ved=2ahUKEwjb2qqgvumBAxX7UGwGHSetCL040gEQxfQBegQIAxAC&usg=AOvVaw3m7D30rhBzzgngu4TxsGZo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Union Cabinet Passes Resolution To Congratulate PM Modi On G20 Success,NDTV,4 weeks ago,2023-09-11 22:56:29.376387,,https://www.ndtv.com/india-news/union-cabinet-passes-resolution-to-congratulate-pm-modi-on-g20-success-4385950&ved=2ahUKEwjb2qqgvumBAxX7UGwGHSetCL040gEQxfQBegQICRAC&usg=AOvVaw0Sbl9_cbcVmC3XE8hyiN71,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"'India's delusion', says Chinese media on G20, Pakistan refers to 'Muslim brothers'",India Today,4 weeks ago,2023-09-11 22:56:29.383414,,https://www.indiatoday.in/india/story/g20-summit-2023-india-opinion-pakistan-china-media-newspapers-joint-declaration-russia-ukraine-war-2435128-2023-09-13&ved=2ahUKEwjb2qqgvumBAxX7UGwGHSetCL040gEQxfQBegQIBxAC&usg=AOvVaw0p5R15BAD4L3s0qoqRAZks,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"At Delhi G20 Summit, 12-hr drama over mysterious Chinese bags",The Times of India,4 weeks ago,2023-09-11 22:56:29.390759,,https://m.timesofindia.com/city/delhi/at-g20-12-hr-drama-over-mysterious-chinese-bags/articleshow/103620071.cms&ved=2ahUKEwjb2qqgvumBAxX7UGwGHSetCL040gEQxfQBegQIARAC&usg=AOvVaw1EwNneqBgDnCrPY9Yyv6rK,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 summit a crowning moment for India; a loss for China: President of U.S.-India Strategic and Partnership Forum,The Hindu,4 weeks ago,2023-09-11 22:56:29.396781,,https://www.thehindu.com/news/national/g20-summit-a-crowning-moment-for-india-a-loss-for-china-president-of-us-india-strategic-and-partnership-forum/article67301852.ece&ved=2ahUKEwjb2qqgvumBAxX7UGwGHSetCL040gEQxfQBegQIAhAC&usg=AOvVaw1OGken20RY3aYhg334Onbt,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 summit showcases India's fence-sitting foreign policy,Nikkei Asia,4 weeks ago,2023-09-11 22:56:29.403761,,https://asia.nikkei.com/Spotlight/The-Big-Story/G20-summit-showcases-India-s-fence-sitting-foreign-policy&ved=2ahUKEwjb2qqgvumBAxX7UGwGHSetCL040gEQxfQBegQIABAC&usg=AOvVaw0HdHLKpthQU9_JB7vwf8BJ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Watch Nidhi Razdan: G20: How India managed to pull it off?,YouTube,4 weeks ago,2023-09-11 22:56:29.411023,,https://www.youtube.com/watch%3Fv%3DSzCaw6-Y9BU&ved=2ahUKEwjb2qqgvumBAxX7UGwGHSetCL040gEQxfQBegQIBBAC&usg=AOvVaw1oI-oU8mt6gqugGa7hmNyP,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Trudeau's Tryst With 'Humiliations' At G20 Summits; 'Free Speech' Spat With Xi Viral Again | Watch,YouTube,4 weeks ago,2023-09-11 22:56:29.417041,,https://www.youtube.com/watch%3Fv%3DFe3XphrLTR4&ved=2ahUKEwjb2qqgvumBAxX7UGwGHSetCL040gEQxfQBegQIBhAC&usg=AOvVaw1dodhWvVgwcI_gFxrPessb,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Interview with the Indian Ambassador in Muscat on the G20 Summit,YouTube,4 weeks ago,2023-09-11 22:56:29.423319,,https://www.youtube.com/watch%3Fv%3D-kpBV7lq7wo&ved=2ahUKEwjb2qqgvumBAxX7UGwGHSetCL040gEQxfQBegQICBAC&usg=AOvVaw1qgp0qEMiVr32153lsb1Db,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Did Modi govt spend 300% more than what was budgeted for G20 Summit? Centre responds to Opposition’s allegations | Mint,Mint,4 weeks ago,2023-09-11 22:56:29.430849,,https://www.livemint.com/news/india/did-modi-govt-spend-300-more-than-what-was-allowed-for-g20-summit-centre-responds-to-opposition-s-allegations-11694481606111.html&ved=2ahUKEwjb2qqgvumBAxX7UGwGHSetCL040gEQxfQBegQIBRAC&usg=AOvVaw1wZgOVG169ANvsbNhtI3ZN,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Here's What Was In 'Treasure Chest' Gifted To G20 Leaders By PM Modi,NDTV,4 weeks ago,2023-09-11 22:56:50.397635,,https://www.ndtv.com/india-news/heres-what-was-in-treasure-chest-gifted-to-g20-leaders-by-pm-modi-4383336&ved=2ahUKEwjK6K6qvumBAxUWxTgGHb08BLE43AEQxfQBegQIBxAC&usg=AOvVaw3XCqaWUs6LPks_0yeDYZI2,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20: China says Delhi declaration sent a positive signal,BBC,4 weeks ago,2023-09-11 22:56:50.404901,,https://www.bbc.com/news/world-asia-india-66783015&ved=2ahUKEwjK6K6qvumBAxUWxTgGHb08BLE43AEQxfQBegQICRAC&usg=AOvVaw0HPMqIso7EAeWRvJTgVpuO,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
 List of gift hampers given to G20 representatives of countries by Modi government,TimesOfIndia.com,4 weeks ago,2023-09-11 22:56:50.412240,,https://timesofindia.indiatimes.com/india/list-of-gift-hampers-given-to-g20-representatives-of-countries-by-modi-government/photostory/103601865.cms&ved=2ahUKEwjK6K6qvumBAxUWxTgGHb08BLE43AEQxfQBegQIAxAC&usg=AOvVaw1umapqI68ZHz31YR0dREl-,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Five takeaways from India’s G20 summit,The Independent,4 weeks ago,2023-09-11 22:56:50.418486,,https://www.independent.co.uk/asia/india/india-g20-key-takeaways-modi-religion-b2409222.html&ved=2ahUKEwjK6K6qvumBAxUWxTgGHb08BLE43AEQxfQBegQIABAC&usg=AOvVaw1z3-NPi8yzbXlHafELYlTZ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
How the G20 declaration on health includes India’s three priorities and gives a digital push,The Indian Express,4 weeks ago,2023-09-11 22:56:50.425981,,https://indianexpress.com/article/explained/explained-health/g20-declaration-on-health-mention-of-indias-3-priorities-digital-push-8933900/&ved=2ahUKEwjK6K6qvumBAxUWxTgGHb08BLE43AEQxfQBegQIBRAC&usg=AOvVaw2QKrYJWH3A5QksFgOkv2Jh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"After G20 declaration, the tasks ahead",The Indian Express,4 weeks ago,2023-09-11 22:56:50.433135,,https://indianexpress.com/article/opinion/columns/indias-g20-presidency-g20-declaration-new-delhi-declaration-climate-change-digital-public-infrastructure-8935514/&ved=2ahUKEwjK6K6qvumBAxUWxTgGHb08BLE43AEQxfQBegQIAhAC&usg=AOvVaw1LPx4DPsPKaFZ8vRy4rh39,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"G20 Summit Budget: India has spent over Rs 4,100 crore, Here's breakdown - India Today",India Today,4 weeks ago,2023-09-11 22:56:50.440511,,https://www.indiatoday.in/newsmo/video/g20-summit-budget-india-has-spent-over-rs-4100-crore-heres-breakdown-2434521-2023-09-12&ved=2ahUKEwjK6K6qvumBAxUWxTgGHb08BLE43AEQxfQBegQIARAC&usg=AOvVaw3b5M0POC-sc_4u_iJqlz-4,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"G20 Summit 2023: US lauds the mega event in Delhi says, ‘Absolutely success’ | Mint",Mint,4 weeks ago,2023-09-11 22:56:50.447115,,https://www.livemint.com/news/g20-summit-2023-us-lauds-the-mega-event-in-delhi-says-absolutely-success-11694480195165.html&ved=2ahUKEwjK6K6qvumBAxUWxTgGHb08BLE43AEQxfQBegQIBhAC&usg=AOvVaw0fRR-7XPbVKfH7o2GUkiUh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
“Absolutely believe it was a success”: US on recently concluded G20 Leaders’ Summit in Delhi,The Times of India,4 weeks ago,2023-09-11 22:56:50.454000,,https://timesofindia.indiatimes.com/videos/news/absolutely-believe-it-was-a-success-us-on-recently-concluded-g20-leaders-summit-in-delhi/videoshow/103598899.cms&ved=2ahUKEwjK6K6qvumBAxUWxTgGHb08BLE43AEQxfQBegQICBAC&usg=AOvVaw0E-E5jNhfhM9HI7sT_js6Z,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
India’s moment: on the G-20 Summit outcomes,The Hindu,4 weeks ago,2023-09-11 22:56:50.460670,,https://www.thehindu.com/opinion/editorial/indias-moment-on-the-g-20-summit-outcomes/article67295264.ece&ved=2ahUKEwjK6K6qvumBAxUWxTgGHb08BLE43AEQxfQBegQIBBAC&usg=AOvVaw2TGm4iya2wnM_4SHrsebBf,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
China Sulks Over India's G20 Feat; 'New Delhi Stole Spotlight To Push Own Agenda' | Details,YouTube,4 weeks ago,2023-09-11 22:57:13.075270,,https://www.youtube.com/watch%3Fv%3D0N9KQ7Mdcq4&ved=2ahUKEwir0Ja1vumBAxWoyDgGHYy1BS445gEQxfQBegQIARAC&usg=AOvVaw1smBqkgtcs3DjdojVH1_EK,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 Summit 2023 India | World Praises And Calls India's G20 Presidency A Great Success | News18,YouTube,4 weeks ago,2023-09-11 22:57:13.084013,,https://www.youtube.com/watch%3Fv%3DMf6vGoRpBnE&ved=2ahUKEwir0Ja1vumBAxWoyDgGHYy1BS445gEQxfQBegQICRAC&usg=AOvVaw3jP9QhX8ml5d9LXsbY7hLG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 Summit | How India emerged as ‘Voice of Global South’,YouTube,4 weeks ago,2023-09-11 22:57:13.092198,,https://www.youtube.com/watch%3Fv%3DcPanW9JwymA&ved=2ahUKEwir0Ja1vumBAxWoyDgGHYy1BS445gEQxfQBegQIAxAC&usg=AOvVaw0F3tPNNTQG48g13UHgI4x6,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Canadian PM Justin Trudeu Still Stuck In India | G20 Summit 2023 | G20 Delhi Summit | N18V,YouTube,1 month ago,2023-09-09 22:57:13.101141,,https://www.youtube.com/watch%3Fv%3DR__jTQyJyjw&ved=2ahUKEwir0Ja1vumBAxWoyDgGHYy1BS445gEQxfQBegQIABAC&usg=AOvVaw07uw3p381t69jLss9hM1Sc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 Summit 2023 India | Union Minister Rajeev Chandrasekhar On G20 Summit's Success | G20 Delhi,YouTube,1 month ago,2023-09-09 22:57:13.109447,,https://www.youtube.com/watch%3Fv%3DYWUSj_7lSyk&ved=2ahUKEwir0Ja1vumBAxWoyDgGHYy1BS445gEQxfQBegQIBhAC&usg=AOvVaw3QsOjvG--ie1LQn1NMFxoB,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Biden returning to U.S. after G20 trip to India, stop in Vietnam",YouTube,1 month ago,2023-09-09 22:57:13.118157,,https://www.youtube.com/watch%3Fv%3DeT1382dgHOs&ved=2ahUKEwir0Ja1vumBAxWoyDgGHYy1BS445gEQxfQBegQIBBAC&usg=AOvVaw1unvKuSez02cTPWHMZPB5D,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"G20 Summit| From PM Modi, PM Meloni’s laughter to “Aww” moment with Australian PM| Special moments",YouTube,1 month ago,2023-09-09 22:57:13.126707,,https://www.youtube.com/watch%3Fv%3DkNm5X4LZbf0&ved=2ahUKEwir0Ja1vumBAxWoyDgGHYy1BS445gEQxfQBegQIAhAC&usg=AOvVaw2gNMIb-WvJMCsBOUOaNZLV,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"""I was about to cry…,"" - African Union Chairperson Assoumani on G20 inclusion",YouTube,1 month ago,2023-09-09 22:57:13.135972,,https://www.youtube.com/watch%3Fv%3D_cCLMy7RBKI&ved=2ahUKEwir0Ja1vumBAxWoyDgGHYy1BS445gEQxfQBegQIBRAC&usg=AOvVaw3BF9Oy5EMXV90au_zpahtV,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
g20 summit 2023 : जी20 समिट को लेकर union minister jyotiraditya scindia ने क्या कहा ? | PM Modi,News18 Hindi,1 month ago,2023-09-09 22:57:13.144924,,https://hindi.news18.com/videos/rajasthan/g20-summit-2023-what-did-union-minister-jyotiraditya-scindia-say-about-the-g20-summit-pm-modi-7522619.html&ved=2ahUKEwir0Ja1vumBAxWoyDgGHYy1BS445gEQxfQBegQICBAC&usg=AOvVaw1C-dd3OohBCZvJ-Om8gTOq,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Modi scolds Trudeau over Sikh protests in Canada against India,Reuters,1 month ago,2023-09-09 22:57:13.154095,,https://www.reuters.com/world/americas/aircraft-glitch-delays-canada-pm-trudeaus-departure-india-2023-09-10/&ved=2ahUKEwir0Ja1vumBAxWoyDgGHYy1BS445gEQxfQBegQIBxAC&usg=AOvVaw2fQzQBXbx32ttLkgeQJ0nu,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
China Sulks Over India's G20 Feat; 'New Delhi Stole Spotlight To Push Own Agenda' | Details,YouTube,4 weeks ago,2023-09-11 22:57:34.144327,,https://www.youtube.com/watch%3Fv%3D0N9KQ7Mdcq4&ved=2ahUKEwilgZm_vumBAxUc3TgGHXiiBwM48AEQxfQBegQIBxAC&usg=AOvVaw3jjQ1se5INcFpeil2fCir9,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 Summit 2023 India | World Praises And Calls India's G20 Presidency A Great Success | News18,YouTube,4 weeks ago,2023-09-11 22:57:34.156317,,https://www.youtube.com/watch%3Fv%3DMf6vGoRpBnE&ved=2ahUKEwilgZm_vumBAxUc3TgGHXiiBwM48AEQxfQBegQICRAC&usg=AOvVaw2Te8_R0MdfswMEiGoGEEEb,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 Summit | How India emerged as ‘Voice of Global South’,YouTube,4 weeks ago,2023-09-11 22:57:34.166055,,https://www.youtube.com/watch%3Fv%3DcPanW9JwymA&ved=2ahUKEwilgZm_vumBAxUc3TgGHXiiBwM48AEQxfQBegQIBBAC&usg=AOvVaw02rXb3D-04SAAdX8cc4sLC,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
