title,media,date,datetime,desc,link,img
"Finance Minister Nirmala Sitharaman to embark on 6-day visit to Morocco to attend World Bank-IMF meet, G20...",Zee Business,6 mins ago,2023-10-09 22:25:54.676597,,https://www.zeebiz.com/economy-infra/news-finance-minister-nirmala-sitharaman-to-embark-on-6-day-visit-to-morocco-to-attend-world-bank-imf-meet-g20-fmbcbg-258474&ved=2ahUKEwiM3oXhuOmBAxXKamwGHVCzDRcQxfQBegQICBAC&usg=AOvVaw3DfZft8SdcrMsUW7DTE9mx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"FM to attend World Bank-IMF meet, G20 FMBCBG in Morocco from Oct 11",Business Standard,1 hour ago,2023-10-09 21:31:57.871235,,https://www.business-standard.com/economy/news/fm-to-attend-world-bank-imf-meet-g20-fmbcbg-in-morocco-from-oct-11-123100901074_1.html&ved=2ahUKEwiM3oXhuOmBAxXKamwGHVCzDRcQxfQBegQICRAC&usg=AOvVaw1_otmh8LX8DxKbjgWnpTpw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Niramala Sitharaman to attend World Bank-IMF, G20 meetings in Morocco",Daijiworld,1 hour ago,2023-10-09 21:31:57.880246,,https://www.daijiworld.com/news/newsDisplay%3FnewsID%3D1128771&ved=2ahUKEwiM3oXhuOmBAxXKamwGHVCzDRcQxfQBegQIBRAC&usg=AOvVaw1VzRXMdhKvDCC1tf-0C6MN,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Sitharaman to leave for Morocco to attend G20 Finance Ministers meeting,The Statesman,4 hours ago,2023-10-09 18:31:57.888806,,https://www.thestatesman.com/india/sitharaman-to-leave-for-morocco-to-attend-g20-finance-ministers-meeting-1503229819.html&ved=2ahUKEwiM3oXhuOmBAxXKamwGHVCzDRcQxfQBegQIBhAC&usg=AOvVaw08z4BjfWFn3pCZN-HhxlGB,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ageing & development under G20: Towards an age friendly India,Express Healthcare,6 hours ago,2023-10-09 16:31:57.895947,,https://www.expresshealthcare.in/news/ageing-development-under-g20-towards-an-age-friendly-india/440912/&ved=2ahUKEwiM3oXhuOmBAxXKamwGHVCzDRcQxfQBegQIAxAC&usg=AOvVaw0EUMdmSzmZD0DUyZygzBE0,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
EAM Dr. S Jaishankar says G20 Presidency has demonstrated that Indian diplomacy can make a real difference,News On AIR,0 hours ago,2023-10-09 22:31:57.898593,,https://newsonair.gov.in/Main-News-Details.aspx%3Fid%3D469126&ved=2ahUKEwiM3oXhuOmBAxXKamwGHVCzDRcQxfQBegQIBBAC&usg=AOvVaw0GmiTA80B0uGuorQ3oJeTf,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Mock G20 Summit: Pupils replicate foreign delegates,The New Indian Express,3 hours ago,2023-10-09 19:31:57.900303,,https://www.newindianexpress.com/states/andhra-pradesh/2023/oct/09/mock-g20-summit-pupils-replicate-foreign-delegates-2622175.html&ved=2ahUKEwiM3oXhuOmBAxXKamwGHVCzDRcQxfQBegQIABAC&usg=AOvVaw3PDQsSZbho07AZtinOwnZQ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 FMCBG meeting at Marrakesh: All eyes on MDB reform road map,Business Standard,2 hours ago,2023-10-09 20:31:57.901313,,https://www.business-standard.com/economy/news/g20-fmcbg-meeting-at-marrakesh-all-eyes-on-mdb-reform-road-map-123100801027_1.html&ved=2ahUKEwiM3oXhuOmBAxXKamwGHVCzDRcQxfQBegQIARAC&usg=AOvVaw19LHb0VXshqusVAf3deLh-,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Escalation of Israel-Hamas war could hit corridor plans | Mint,Mint,2 hours ago,2023-10-09 20:31:57.902313,,https://www.livemint.com/news/india/escalation-of-israel-hamas-war-could-hit-corridor-plans-11696788922913.html&ved=2ahUKEwiM3oXhuOmBAxXKamwGHVCzDRcQxfQBegQIBxAC&usg=AOvVaw0zzsuBxwPyg1vXIMal1LCp,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"9th G20 Parliamentary Speakers' Summit In New Delhi: Inauguration, Participants, And Goals | #G20",YouTube,1 day ago,2023-10-08 22:31:57.908311,,https://www.youtube.com/watch%3Fv%3DbQe89DSOYLc&ved=2ahUKEwiM3oXhuOmBAxXKamwGHVCzDRcQxfQBegQIAhAC&usg=AOvVaw3Cm5T-fsnhzOurdIOWGmcf,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Finance Minister Nirmala Sitharaman to embark on 6-day visit to Morocco to attend World Bank-IMF meet, G20...",Zee Business,7 mins ago,2023-10-09 22:24:58.764208,,https://www.zeebiz.com/economy-infra/news-finance-minister-nirmala-sitharaman-to-embark-on-6-day-visit-to-morocco-to-attend-world-bank-imf-meet-g20-fmbcbg-258474&ved=2ahUKEwju6pLjuOmBAxX9b2wGHbzYBYsQxfQBegQIABAC&usg=AOvVaw0guzzEQ4p4K-eVDpWHWxkh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"FM to attend World Bank-IMF meet, G20 FMBCBG in Morocco from Oct 11",Business Standard,1 hour ago,2023-10-09 21:31:58.771635,,https://www.business-standard.com/economy/news/fm-to-attend-world-bank-imf-meet-g20-fmbcbg-in-morocco-from-oct-11-123100901074_1.html&ved=2ahUKEwju6pLjuOmBAxX9b2wGHbzYBYsQxfQBegQICRAC&usg=AOvVaw0vEzRx4O6XP9CLqFOoMkSa,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Niramala Sitharaman to attend World Bank-IMF, G20 meetings in Morocco",Daijiworld,1 hour ago,2023-10-09 21:31:58.777728,,https://www.daijiworld.com/news/newsDisplay%3FnewsID%3D1128771&ved=2ahUKEwju6pLjuOmBAxX9b2wGHbzYBYsQxfQBegQIBRAC&usg=AOvVaw3di5NvAfc2QFUltVjMqUyC,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Sitharaman to leave for Morocco to attend G20 Finance Ministers meeting,The Statesman,4 hours ago,2023-10-09 18:31:58.784598,,https://www.thestatesman.com/india/sitharaman-to-leave-for-morocco-to-attend-g20-finance-ministers-meeting-1503229819.html&ved=2ahUKEwju6pLjuOmBAxX9b2wGHbzYBYsQxfQBegQIARAC&usg=AOvVaw2kt7tMk6wPykwKil6tBAUx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ageing & development under G20: Towards an age friendly India,Express Healthcare,6 hours ago,2023-10-09 16:31:58.791973,,https://www.expresshealthcare.in/news/ageing-development-under-g20-towards-an-age-friendly-india/440912/&ved=2ahUKEwju6pLjuOmBAxX9b2wGHbzYBYsQxfQBegQIBxAC&usg=AOvVaw0HXwnFxEfZzdrdZjqL7nMQ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
EAM Dr. S Jaishankar says G20 Presidency has demonstrated that Indian diplomacy can make a real difference,News On AIR,0 hours ago,2023-10-09 22:31:58.792987,,https://newsonair.gov.in/Main-News-Details.aspx%3Fid%3D469126&ved=2ahUKEwju6pLjuOmBAxX9b2wGHbzYBYsQxfQBegQIBBAC&usg=AOvVaw0EfKWfvffMWfFNTfMdGOiT,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Mock G20 Summit: Pupils replicate foreign delegates,The New Indian Express,3 hours ago,2023-10-09 19:31:58.792987,,https://www.newindianexpress.com/states/andhra-pradesh/2023/oct/09/mock-g20-summit-pupils-replicate-foreign-delegates-2622175.html&ved=2ahUKEwju6pLjuOmBAxX9b2wGHbzYBYsQxfQBegQIAxAC&usg=AOvVaw2c0zz4KV0AMMzVNJeg4Ihx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 FMCBG meeting at Marrakesh: All eyes on MDB reform road map,Business Standard,2 hours ago,2023-10-09 20:31:58.793990,,https://www.business-standard.com/economy/news/g20-fmcbg-meeting-at-marrakesh-all-eyes-on-mdb-reform-road-map-123100801027_1.html&ved=2ahUKEwju6pLjuOmBAxX9b2wGHbzYBYsQxfQBegQIBhAC&usg=AOvVaw2hf9ynQMcHj3BqspkzN8ii,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Escalation of Israel-Hamas war could hit corridor plans | Mint,Mint,2 hours ago,2023-10-09 20:31:58.794897,,https://www.livemint.com/news/india/escalation-of-israel-hamas-war-could-hit-corridor-plans-11696788922913.html&ved=2ahUKEwju6pLjuOmBAxX9b2wGHbzYBYsQxfQBegQIAhAC&usg=AOvVaw0qQ5e7YcJX5qzcwdjQ45Oq,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"9th G20 Parliamentary Speakers' Summit In New Delhi: Inauguration, Participants, And Goals | #G20",YouTube,1 day ago,2023-10-08 22:31:58.802241,,https://www.youtube.com/watch%3Fv%3DbQe89DSOYLc&ved=2ahUKEwju6pLjuOmBAxX9b2wGHbzYBYsQxfQBegQICBAC&usg=AOvVaw2toGnqfsoY2Iy_Sf3objgx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"सीतारमण विश्व बैंक-आईएमएफ, जी-20 एफबीसीबीजी की बैठकों में शामिल होने मोरक्को जाएंगी",IBC24,7 mins ago,2023-10-09 22:31:07.173269,,https://www.ibc24.in/business/sitharaman-will-travel-to-morocco-to-attend-the-meetings-of-world-bank-imf-g-20-fbcbg-1776546.html&ved=2ahUKEwiLv96SuumBAxWvSWwGHaR1CWIQxfQBegQIAxAC&usg=AOvVaw0EjWqaGgx-Al23F_WmEuaJ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Finance Minister Nirmala Sitharaman to embark on 6-day visit to Morocco to attend World Bank-IMF meet, G20...",Zee Business,3 mins ago,2023-10-09 22:35:07.174269,,https://www.zeebiz.com/economy-infra/news-finance-minister-nirmala-sitharaman-to-embark-on-6-day-visit-to-morocco-to-attend-world-bank-imf-meet-g20-fmbcbg-258474&ved=2ahUKEwiLv96SuumBAxWvSWwGHaR1CWIQxfQBegQICRAC&usg=AOvVaw2DCaox2s_I7FbZ_dQqaH-D,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"FM to attend World Bank-IMF meet, G20 FMBCBG in Morocco from Oct 11",Business Standard,1 hour ago,2023-10-09 21:38:07.183149,,https://www.business-standard.com/economy/news/fm-to-attend-world-bank-imf-meet-g20-fmbcbg-in-morocco-from-oct-11-123100901074_1.html&ved=2ahUKEwiLv96SuumBAxWvSWwGHaR1CWIQxfQBegQIBhAC&usg=AOvVaw0Oqi7FKfQxkU8wbgfo-X9p,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Niramala Sitharaman to attend World Bank-IMF, G20 meetings in Morocco",Daijiworld,1 hour ago,2023-10-09 21:38:07.189867,,https://www.daijiworld.com/news/newsDisplay%3FnewsID%3D1128771&ved=2ahUKEwiLv96SuumBAxWvSWwGHaR1CWIQxfQBegQIBRAC&usg=AOvVaw1sQNhUi7JcYuK0RkK1nahp,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Sitharaman to leave for Morocco to attend G20 Finance Ministers meeting,The Statesman,4 hours ago,2023-10-09 18:38:07.196953,,https://www.thestatesman.com/india/sitharaman-to-leave-for-morocco-to-attend-g20-finance-ministers-meeting-1503229819.html&ved=2ahUKEwiLv96SuumBAxWvSWwGHaR1CWIQxfQBegQIABAC&usg=AOvVaw3NdlYr9Ri6FBnVMt8fio_C,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ageing & development under G20: Towards an age friendly India,Express Healthcare,7 hours ago,2023-10-09 15:38:07.204016,,https://www.expresshealthcare.in/news/ageing-development-under-g20-towards-an-age-friendly-india/440912/&ved=2ahUKEwiLv96SuumBAxWvSWwGHaR1CWIQxfQBegQIAhAC&usg=AOvVaw3S76u0C0kf5YuD1X3ziWgU,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
EAM Dr. S Jaishankar says G20 Presidency has demonstrated that Indian diplomacy can make a real difference,News On AIR,0 hours ago,2023-10-09 22:38:07.205793,,https://newsonair.gov.in/Main-News-Details.aspx%3Fid%3D469126&ved=2ahUKEwiLv96SuumBAxWvSWwGHaR1CWIQxfQBegQIBxAC&usg=AOvVaw0x9qcRZh5FTtPa-EXFQAH7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Mock G20 Summit: Pupils replicate foreign delegates,The New Indian Express,3 hours ago,2023-10-09 19:38:07.205793,,https://www.newindianexpress.com/states/andhra-pradesh/2023/oct/09/mock-g20-summit-pupils-replicate-foreign-delegates-2622175.html&ved=2ahUKEwiLv96SuumBAxWvSWwGHaR1CWIQxfQBegQICBAC&usg=AOvVaw0k2NaoTbXSZmjgA1m7CxhB,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
G20 FMCBG meeting at Marrakesh: All eyes on MDB reform road map,Business Standard,2 hours ago,2023-10-09 20:38:07.206880,,https://www.business-standard.com/economy/news/g20-fmcbg-meeting-at-marrakesh-all-eyes-on-mdb-reform-road-map-123100801027_1.html&ved=2ahUKEwiLv96SuumBAxWvSWwGHaR1CWIQxfQBegQIARAC&usg=AOvVaw0cqFrSKzWPA6-BOBZ0ajIh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Escalation of Israel-Hamas war could hit corridor plans | Mint,Mint,2 hours ago,2023-10-09 20:38:07.207880,,https://www.livemint.com/news/india/escalation-of-israel-hamas-war-could-hit-corridor-plans-11696788922913.html&ved=2ahUKEwiLv96SuumBAxWvSWwGHaR1CWIQxfQBegQIBBAC&usg=AOvVaw0VGsnu1a8jwFlRe4nOi4KL,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Finance Minister Nirmala Sitharaman to embark on 6-day visit to Morocco to attend World Bank-IMF meet, G20...",Zee Business,9 mins ago,2023-10-09 22:35:17.838291,,https://www.zeebiz.com/economy-infra/news-finance-minister-nirmala-sitharaman-to-embark-on-6-day-visit-to-morocco-to-attend-world-bank-imf-meet-g20-fmbcbg-258474&ved=2ahUKEwjQ0rzDu-mBAxU0yDgGHcM7DNkQxfQBegQIBxAC&usg=AOvVaw3XScLmJX2tl6cOnoNVnirm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Niramala Sitharaman to attend World Bank-IMF, G20 meetings in Morocco",Daijiworld,1 hour ago,2023-10-09 21:44:17.849841,,https://www.daijiworld.com/news/newsDisplay%3FnewsID%3D1128771&ved=2ahUKEwjQ0rzDu-mBAxU0yDgGHcM7DNkQxfQBegQICRAC&usg=AOvVaw1UgaYV2W9KR3-vpRDbhPdH,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Sitharaman to leave for Morocco to attend G20 Finance Ministers meeting,The Statesman,4 hours ago,2023-10-09 18:44:17.857469,,https://www.thestatesman.com/india/sitharaman-to-leave-for-morocco-to-attend-g20-finance-ministers-meeting-1503229819.html&ved=2ahUKEwjQ0rzDu-mBAxU0yDgGHcM7DNkQxfQBegQIAhAC&usg=AOvVaw1NpMrGgd935PyIe9rt2Js_,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
The New Delhi Declaration was a win for us and the world at large | Mint,Mint,5 hours ago,2023-10-09 17:44:17.864014,,https://www.livemint.com/opinion/online-views/the-new-delhi-declaration-was-a-win-for-us-and-the-world-at-large-11696852295533.html&ved=2ahUKEwjQ0rzDu-mBAxU0yDgGHcM7DNkQxfQBegQIBRAC&usg=AOvVaw0NHBoWzcVFASURNdWmIXHC,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ageing & development under G20: Towards an age friendly India,Express Healthcare,7 hours ago,2023-10-09 15:44:17.870086,,https://www.expresshealthcare.in/news/ageing-development-under-g20-towards-an-age-friendly-india/440912/&ved=2ahUKEwjQ0rzDu-mBAxU0yDgGHcM7DNkQxfQBegQIBBAC&usg=AOvVaw0iBuXtTrMG4KV5oRadC-iJ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
India to Push Crypto Regulation Talks at Final FMCBG Meet in Morocco,Crypto News,0 hours ago,2023-10-09 22:44:17.872084,,https://cryptonews.com/news/india-push-crypto-regulation-talks-at-final-fmcbg-meet-morocco.htm&ved=2ahUKEwjQ0rzDu-mBAxU0yDgGHcM7DNkQxfQBegQIBhAC&usg=AOvVaw0zWeAx31BLCR_29sTx_lzR,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
EAM Dr. S Jaishankar says G20 Presidency has demonstrated that Indian diplomacy can make a real difference,News On AIR,0 hours ago,2023-10-09 22:44:17.874078,,https://newsonair.gov.in/Main-News-Details.aspx%3Fid%3D469126&ved=2ahUKEwjQ0rzDu-mBAxU0yDgGHcM7DNkQxfQBegQICBAC&usg=AOvVaw0Bt-YWd84vUaKeGALAyJa5,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Mock G20 Summit: Pupils replicate foreign delegates,The New Indian Express,4 hours ago,2023-10-09 18:44:17.875554,,https://www.newindianexpress.com/states/andhra-pradesh/2023/oct/09/mock-g20-summit-pupils-replicate-foreign-delegates-2622175.html&ved=2ahUKEwjQ0rzDu-mBAxU0yDgGHcM7DNkQxfQBegQIABAC&usg=AOvVaw3RS_GRAw2vkuc6Y8F8bYlp,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Nokia XR20 5G and Nokia G20 Receive September Security Update,OPP.Today -,4 hours ago,2023-10-09 18:44:17.875554,,https://www.opp.today/5g/nokia-xr20-5g-nokia-g20-receive-september-security-update-2023-markets/121506/&ved=2ahUKEwjQ0rzDu-mBAxU0yDgGHcM7DNkQxfQBegQIAxAC&usg=AOvVaw2XGFHuf47P91gEI2lF6Lhd,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Working with the UN to share India’s best economic practices with the South is fine, but India should also be willing to study the experiences of southern countries that have surpassed it",The Financial Express,8 hours ago,2023-10-09 14:44:17.877238,,https://www.financialexpress.com/opinion/working-with-the-un-to-share-indias-best-economic-practices-with-the-south-is-fine-but-india-should-also-be-willing-to-study-the-experiences-of-southern-countries-that-have-surpassed-it/3266457/&ved=2ahUKEwjQ0rzDu-mBAxU0yDgGHcM7DNkQxfQBegQIARAC&usg=AOvVaw1arOkaurjiRBXeOfnXkDW_,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Finance Minister Nirmala Sitharaman to embark on 6-day visit to Morocco to attend World Bank-IMF meet, G20...",Zee Business,9 mins ago,2023-10-09 22:35:18.825127,,https://www.zeebiz.com/economy-infra/news-finance-minister-nirmala-sitharaman-to-embark-on-6-day-visit-to-morocco-to-attend-world-bank-imf-meet-g20-fmbcbg-258474&ved=2ahUKEwignv7Du-mBAxWJ7DgGHTb8BJkQxfQBegQIBBAC&usg=AOvVaw2ZVpKQ525cxBy4NDdx1THX,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Niramala Sitharaman to attend World Bank-IMF, G20 meetings in Morocco",Daijiworld,1 hour ago,2023-10-09 21:44:18.831476,,https://www.daijiworld.com/news/newsDisplay%3FnewsID%3D1128771&ved=2ahUKEwignv7Du-mBAxWJ7DgGHTb8BJkQxfQBegQICRAC&usg=AOvVaw2ew_j-PspabJJSc711DtE3,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Sitharaman to leave for Morocco to attend G20 Finance Ministers meeting,The Statesman,4 hours ago,2023-10-09 18:44:18.839005,,https://www.thestatesman.com/india/sitharaman-to-leave-for-morocco-to-attend-g20-finance-ministers-meeting-1503229819.html&ved=2ahUKEwignv7Du-mBAxWJ7DgGHTb8BJkQxfQBegQICBAC&usg=AOvVaw00BH9ZmRa4gpTTR5LhsabO,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
The New Delhi Declaration was a win for us and the world at large | Mint,Mint,5 hours ago,2023-10-09 17:44:18.845429,,https://www.livemint.com/opinion/online-views/the-new-delhi-declaration-was-a-win-for-us-and-the-world-at-large-11696852295533.html&ved=2ahUKEwignv7Du-mBAxWJ7DgGHTb8BJkQxfQBegQIBxAC&usg=AOvVaw2q6VpRXKJwTeEJJljtKM5w,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ageing & development under G20: Towards an age friendly India,Express Healthcare,7 hours ago,2023-10-09 15:44:18.853305,,https://www.expresshealthcare.in/news/ageing-development-under-g20-towards-an-age-friendly-india/440912/&ved=2ahUKEwignv7Du-mBAxWJ7DgGHTb8BJkQxfQBegQIABAC&usg=AOvVaw1hQfF4iCYfD3JnJ6p6Gk4m,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
India to Push Crypto Regulation Talks at Final FMCBG Meet in Morocco,Crypto News,0 hours ago,2023-10-09 22:44:18.854311,,https://cryptonews.com/news/india-push-crypto-regulation-talks-at-final-fmcbg-meet-morocco.htm&ved=2ahUKEwignv7Du-mBAxWJ7DgGHTb8BJkQxfQBegQIAxAC&usg=AOvVaw3vMQM3Xsj1k431RwDKnXkG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
EAM Dr. S Jaishankar says G20 Presidency has demonstrated that Indian diplomacy can make a real difference,News On AIR,0 hours ago,2023-10-09 22:44:18.855572,,https://newsonair.gov.in/Main-News-Details.aspx%3Fid%3D469126&ved=2ahUKEwignv7Du-mBAxWJ7DgGHTb8BJkQxfQBegQIBRAC&usg=AOvVaw1Dpw-rlD-W5LamX-sU89ui,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Mock G20 Summit: Pupils replicate foreign delegates,The New Indian Express,4 hours ago,2023-10-09 18:44:18.856583,,https://www.newindianexpress.com/states/andhra-pradesh/2023/oct/09/mock-g20-summit-pupils-replicate-foreign-delegates-2622175.html&ved=2ahUKEwignv7Du-mBAxWJ7DgGHTb8BJkQxfQBegQIBhAC&usg=AOvVaw2qhPLe8nzWr35JUIfs-1tQ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Nokia XR20 5G and Nokia G20 Receive September Security Update,OPP.Today -,4 hours ago,2023-10-09 18:44:18.857791,,https://www.opp.today/5g/nokia-xr20-5g-nokia-g20-receive-september-security-update-2023-markets/121506/&ved=2ahUKEwignv7Du-mBAxWJ7DgGHTb8BJkQxfQBegQIARAC&usg=AOvVaw06HNfFdtD5NJgPAtRWsYCy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Working with the UN to share India’s best economic practices with the South is fine, but India should also be willing to study the experiences of southern countries that have surpassed it",The Financial Express,8 hours ago,2023-10-09 14:44:18.857933,,https://www.financialexpress.com/opinion/working-with-the-un-to-share-indias-best-economic-practices-with-the-south-is-fine-but-india-should-also-be-willing-to-study-the-experiences-of-southern-countries-that-have-surpassed-it/3266457/&ved=2ahUKEwignv7Du-mBAxWJ7DgGHTb8BJkQxfQBegQIAhAC&usg=AOvVaw1p4r-cTwsDEGP-t7P8Z6tO,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Finance Minister Nirmala Sitharaman to embark on 6-day visit to Morocco to attend World Bank-IMF meet, G20...",Zee Business,3 mins ago,2023-10-09 22:45:23.006568,,https://www.zeebiz.com/economy-infra/news-finance-minister-nirmala-sitharaman-to-embark-on-6-day-visit-to-morocco-to-attend-world-bank-imf-meet-g20-fmbcbg-258474&ved=2ahUKEwiHt7m4vOmBAxUgxzgGHar0AHEQxfQBegQICBAC&usg=AOvVaw3CEOVlAfH44s_zXExNY3x2,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Niramala Sitharaman to attend World Bank-IMF, G20 meetings in Morocco",Daijiworld,1 hour ago,2023-10-09 21:48:23.013838,,https://www.daijiworld.com/news/newsDisplay%3FnewsID%3D1128771&ved=2ahUKEwiHt7m4vOmBAxUgxzgGHar0AHEQxfQBegQICRAC&usg=AOvVaw248WJaFKhuouDRznL9dE6F,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Sitharaman to leave for Morocco to attend G20 Finance Ministers meeting,The Statesman,4 hours ago,2023-10-09 18:48:23.022246,,https://www.thestatesman.com/india/sitharaman-to-leave-for-morocco-to-attend-g20-finance-ministers-meeting-1503229819.html&ved=2ahUKEwiHt7m4vOmBAxUgxzgGHar0AHEQxfQBegQIAxAC&usg=AOvVaw2Cgd_k4yvK7O-Fu8FzJM1w,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
